text,label
schoolchildren across the nation will be forced to watch the president justify his plans for governmentrun health care banks and automobile companies increasing taxes on those who create jobs and racking up more debt than any other president,2
wisconsin employers have repeatedly said in surveys that our antibusiness litigation climate is one of the most important factors affecting their expansion decisions,2
the pasco county budget has doubled in the past three years,2
the fact is in the past year we have had more tax cuts than almost any time in our nations history,1
says a new state report confirms that redlight cameras lead to more accidents more injuries and greater cost,1
only seven of 18 federal food assistance programs have been associated with positive health and nutrition outcomes while the remaining 11 have not been effective,1
republicans enacted the most drastic cuts to k12 public schools of any state in the nation,1
just look at what the fbi director said about her hillary clinton her misconduct is a disgrace and embarrassment to our country,2
when his grandfather arrived in the united states there were no government benefits for immigrants,2
says rejecting federal aid to expand medicaid in texas will send 9 billion in federal taxes paid by texans to other states to insure their working poor,2
big oils filling john mccains campaign with 2million in contributions,0
we have over 700000 illegal immigrants in the state theyre costing us billions of dollars and theyre taking legal residents jobs,1
a third of all the young people in america are not in america today because of abortion because one in three pregnancies end in abortion,2
says mitt romneys plan makes catastrophic cuts to education,1
on samesex marriage,2
according to the most recent jobs report weve got more americans leaving the workforce than we have finding jobs,1
fidel castro has made his preferences known in the campaign and had some very unkind things to say about me,0
former atlanta public schools superintendent beverly hall left the school district significantly better than she found it,2
says that the federal gas tax has not been raised since 1993,0
in my home state nearly one in five floridians live in poverty,0
ninetyfour percent of the bills that pass the senate have no debate no vote no amendments no reading of the bill no online disclosure,2
since last years address more than 10000 jobs created many on the high end of the employment scale,0
david perdue proposes rolling back the clock on womens health care,1
52 jobs have been saved or created in floridas 34th congressional district,1
says scott walkers bad budget includes no weekend for workers,2
sayspresident obama and his allies in congress gave power to control medicare patients health care decisions to a commission of 15 unelected bureaucrats in washington,2
since 911 rightwing extremists incl antiabortion antigov have killed more americans than islamic extremists,1
millions of people have given up looking for work altogether,0
under hillary clinton state department officials were sending official thankyous to people who gave to the clinton foundation,2
says bill clinton signed a law very similar to and barack obama voted for a law something like indianas religious freedom restoration act,1
says the united states is the only nation that affords citizenship to anyone born here whether you are here legally or illegally,2
mary burkes record 130000 fewer jobs,2
says she would bring 186740 new jobs to wisconsin and donald trump would cost wisconsin 61050 jobs,1
says planned parenthood provides about 140 visits for prenatal care in each state,2
says that in 41 states government workers are better paid than the taxpayers who support them,2
we are imprisoning or giving jail sentences to young people who are smoking marijuana,1
500000 people have signed up for obamacare,1
the number of new illegal immigrant families who have crossed the border so far this year already exceeds the entire total from 2015,1
the economy began its nose dive when democrats took control of congress in january 2007,2
says russ feingold cut medicare by 523 billion,1
bin laden had declared war against pakistan,1
no family earns too much to qualify for oregon healthy kids program,0
says that in curry county if you make a 911 call youre likely to wait for an hour for a response,1
says when he was governor most of the democrats voted for his billiondollar propertytax cuts but us senate rival tammy baldwin voted against it,1
when tallahassee politicians and bureaucrats tried to run our schools ive stood up to them to protect local control,0
john mccain said last year he didnt know of a solution to the mortgage crisis,0
one wisconsin school district is so worried about losing state funding that it has stopped giving milk to elementary school kids during snack time,1
mitt romney is tearing down his 3000squarefoot house to build an 11000squarefoot house,0
jeff weems legal record is one of defending bp enron and just about every big oil company against the working man,1
our crime rate continues to plummet,0
if you sell your house after 2012 you will pay a 38 percent sales tax on it,2
the nra supported background checks,0
a tax plan promoted by north carolina senate candidate thom tillis will overwhelmingly benefit the wealthy,0
prior to 1962 everybody prayed before school started and the bible was the principal textbook in all schools,1
a dekalb sewer project will create up to 4000 direct jobs per year at peak production many of which will be set aside exclusively for dekalb residents,0
romney said no to instate tuition for illegal immigrants,0
you cant give a child an aspirin in school without permission you cant do any kind of medication but we can secretly take the child off and have an abortion,0
twenty percent of single adults ages 21 to 25 with no kids are not working or even in school trying to find a job,2
on torture,0
says drug cartels are using social media to offer rebates so more children from central america get smuggled to the united states,1
president obama plans to impose a tax of at least 23 percent on the medicare prescription drug benefit for lowincome beneficiaries,2
says danny tarkanian is nra frated,1
the united states stopped plans to build a missile defense shield in eastern europe as a gift to russia,1
says steve kagen promised us jobs voting for the 787 billion stimulus cost another 77000 jobs lost,2
on delaying a health care mandate on business,1
georgias civil forfeiture laws are among the worst in the country and the very worst in the south,0
gas prices have gone up 99 percent since obama became president the highest gas price increase since carter,1
romney would turn medicare into a voucher program,0
a report just came out that if we continue with president obamas policies were looking at over 9 percent unemployment next year in the fourth quarter,2
fortysix states have a lineitem veto for the governor,0
on the way the federal government should spend floridas rejected highspeed rail money,2
according to barack obamas newest unconstitutionally enacted law health care professionals are now required to violate hipaa privacy laws and submit medical data to the government which is then used as justification for gun confiscation,2
mike huckabee raised taxes on dog groomers,0
says jeb bush happens to be where a majority of republican voters areon giving legal status to illegal immigrants,0
massachusetts has less than 1 percent of our kids that are uninsured you gov perry have a million kids uninsured in texas,0
graduation and thirdgrade reading scores are up in the state since i took office,0
at nearly 19 million people the population of florida is larger than all the earlier primary and caucus states combined,0
for every one esd superintendent position we can pay for three speech pathologists or three special needs instructors or three classroom teachers,2
75 percent of the air traffic control towers the obama administration is closing are located in republican congressional districts,2
says apple products are currently 90 percent conflictfree and intel is 100 percent conflictfree,1
crimea became part of ukraine only in 1954 crimea was historically part of russia and nikita khrushchev gave it to ukraine in a gesture that mystified some people,0
says he has a fiduciary responsibility to his business his family and his employees to pay no more tax than legally required,2
the federal government could save 500 million annually by circulating 1 coins instead of 1 bills,1
during the housing crisis catherine cortez masto gave a sweetheart contract worth millions to a dc law firm that then donated thousands to her political campaigns,1
rick scott was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud including 14 felonies leading to a historic 17 billion fine,0
says the federal government restricts how much salt we can put on our food,2
during the leadup to the american revolutionary war some guy in boston got his head blown off because he tried to secretly raise the tax on tea,2
proposed nclaw for body camera footage gives police broad authority to keep video footage secret even from individuals who are filmed,0
the wages of about 60562 state and local government employees would be affected if the minimum wage is increased to 1010 in georgia for a combined cost to taxpayers of more than 164 million annually,1
it doesnt make sense historically to drop out because the 1968 race was still competitive when bobby kennedy was assassinated in june in california,1
says he couldnt keep a 42inch redfish he caught because of fishing rules,0
says opponent kathie tovo believes that austin invests too much in the cops firefighters and paramedics that protect our families and neighborhoods,0
newt gingrich was fined 300000 for ethics violations,0
the entirety of north america canada the united states and mexico theres more known reserves in those three countries than in russia and saudi arabia,1
on the accuracy of state jobs numbers,2
right now we are at 90 percent health insurance covered thats the highest weve ever been in our country,0
roy barnes proclaimed mexican workers good for georgia,1
says india gained jobs thanks to romney,1
only 20 percent of americans admit to being republicans anymore,0
its costing every american who is insured 1100 to pick up the cost of uncompensated care that goes on at the emergency room,1
the no 1 cause of death for africanamerican males1534 is murder,0
the united states has the highest incarceration rate in the world,0
the national debt is on track to double during obamas presidency,0
ive traveled the country advocating for the fairtax,1
says under mitt romney massachusetts was 47th in job creation,1
says deborah ross supports the iran nuclear deal and the ransom it paid for hostages,1
says ron johnson has essentially done nothing to fight heroin addiction and opioid abuse,2
virginia was named best managed state best state for business and best state toraise a child while i was governor,0
the only years that anybodys ever seen of donald trumps tax returns showed he didnt pay any federal income tax,1
says us house candidate carlos curbelo supported raising flood insurance rates,2
says some planned parenthood chapters have been selling the body parts of aborted fetuses for profit,2
for middleclass families under the baucus plan 13 percent of what they make could be deducted directly from their paychecks the socalled max tax,1
the new 21st state senate district was created in secret for van wanggaard it was drawn within half a block of his house,0
says unemployment tripled in dane county due to kathleen falks tax policies,1
rhode islands voter identification law was pushed by a black democrat in the house a black democrat in the senate thats a fact,0
jeff greene only moved from california to florida in the last two years in fact he would not legally be allowed to run for any other statewide office because he has not lived here long enough to meet the residency requirement,0
president obama has increased the federal workforce 192000 individuals about 10 percent since hes taken office while weve lost 2 million jobs,1
says alison lundergan grimes supports obamacare which cuts 700 billion from seniors medicare,1
we borrow money from the chinese to buy oil from the saudis,0
obamacare will provide coverage for abortions despite the presidents commitment that it would not,0
handel endorsed gay adoption in 2003 when she was running for chairwoman of the fulton county commission,1
i did not support the war in iraq the record shows that im right,2
wendy davis is the most popular politician in texas,1
president barack obama met with iranian president hassan rouhani,2
the church barack obama belongs to has a nonnegotiable commitment to africa,0
says he voted to remove common core from our schools,1
terry mcauliffe has threatened to shut down virginias government if his budget plan isnt supported,2
after shedding jobs for more than 10 years our manufacturers have added about 500000 jobs over the past three,0
at least 10 isis fighters have been caught coming across the mexican border in texas and there are dozens more that did not get caught by the border patrol,2
less than half of jobs at the carrier manufacturing plant in indiana are actually staying,1
fiftyone percent that is a majority of american households paid no income tax in 2009 zero zip nada,0
says majority leader eric cantor called for abolishing social security and medicare,2
i never said that muslims would be subject to profiling under his policies,2
the majority of teams are now spending their dollars on the offensive side of the football,0
members of congress have not reduced their salaries since the great depression meaning theyve gone eight decades without a pay cut,1
says five studies show his tax plan can cut rates and still bring the same revenue without raising taxes on the middle class,1
last week senator obamas running mate said get this raising taxes is patriotic,1
today american companies have nearly 2 trillion sitting on their balance sheets,0
says 31 percent of texas physicians accept all new medicaid patients down from 67 percent in 2000,0
says planned parenthood ceo cecile richards was forced to concede that 86 percent of planned parenthoods revenue is from abortion,2
georgia spends fewer tourism advertising dollars than any other state in the south,0
obama admits he is not a citizen,2
under lee fisher ohio has lost nearly 400000 jobs,1
the name frank has risen in popularity by 20 percent since the debut of house of cardson netflix,1
slavery is still allowable under wisconsin law as long as its a punishment for a crime,0
president barack obama has the power to stop deportation for all undocumented immigrants in this country,1
foreign companies in the united states have a significantly higher unionization rate than other companies overall,0
says some georgians can get health insurance for 105 a month,0
says 1000 world war ii veterans die every day,1
federal officials declared that grant funds could be used only for milwaukees streetcar project meaning it isnt possible to redirect the money to other modes of public transportation or to our public schools,0
the john mccain twitter account has more than 11 million followers the official white house twitter account has only about 830000,0
ohios planned parenthood operations received millions of taxpayer dollars via federal grants in 2010 and 2011,0
says president obamas deal allows iran to produce a nuclear weapon,2
the stimulus bill includes 300000 for a sculpture garden in miami,2
thomas jefferson expressed strong support for a balanced budget amendment in 1798,1
says marco rubio went on univision and in spanish he promised that he would not on the first day in office rescind president obamas illegal executive action,1
under president obama us security funding for israel is at an alltime high,1
says state rep sandy pasch did nothing to stop people from scamming the wisconsin shares childcare subsidy program and voted against funding for fraud investigators,1
the top onetenth of 1 percent now owns almost as much wealth as the bottom 90 percent,0
when the united states first created the federal income tax frankly nobody below a million dollars a year paid anything,2
says milwaukee county parks director sue black has not received a pay raise in five years,0
says romney wrote in the first edition of his book that his health care plan should be expanded nationwide and then you took it out of your book,1
says gov john kasich implied that a portion of workers compensation rebates to employers should be directed back to him in the form of campaign cash,2
we have over 300 state agencies fortyfive of those agencies are related to health care,2
says rep bruce braley diowa missed 79 percent of veterans affairs committee hearings,0
nascar endorsed trump,1
abraham lincoln visited and some say even danced in the ohio senate chamber,0
the premiums on medicares prescription drug program have fallen almost every year since it began,2
when mitt romney was governor of massachusetts he stood in front of a coal plant and pointed at it and said this plant kills,0
the central falls school system spent 100000 on a time clock,2
as the ceo of ebay whitman started a separate division that only sells porn,1
if the mayor were really serious about supporting phillys schoolchildren and handling our citys looming fiscal crisis he could begin by slashing the size of his own administration which is already 45 percent larger than his predecessors and 40 percent more costly,1
the top 110th of 1 percent today in america owns almost as much wealth as the bottom 90 percent,0
75 percent of the jobs created in the state of ohio are created in small business they are not created by huge corporations and those who are very wealthy,0
barnes opposed the creation of the hope scholarship and campaigned against zell miller on the issue,1
says donald trumps make america great againhats were made in china,2
on changing the rules governing judicial conflicts of interest,1
no other northeastern state has passed a photo id law,0
says government is a barrier to innovation and development,2
we have a 40 to 50 percent dropout rate in our innercity schools,2
the law says when a police officer stops you do whatever he says and then deal with it later,2
jim renacci cheated on his income taxes and is a deadbeat citizen,0
says gov rick perry was for wall street bailout before he was against it,1
the national rifle association was founded by religious leaders who wanted to protect freed slaves from the ku klux klan,2
it is legal in ohio to fire an employee or evict a tenant just for being gay,0
says his hometown of paint creek texas doesnt even have a zip code,1
uber and other rideshare firms are not required to carry auto insurance under georgia law,0
says hillary clinton believes that all abortions should be legal even on the due date of that unborn child,2
the great recession emerged in large part because of tax policies that slashed taxes on the wealthy failed to invest in the middle class took their eyes off of wall street and created a perfect storm,1
more than once ive actually had a conversation with the protesters on substance,0
and the jerseycomeback keeps rolling thanks to <user> nj now has lowest corruption risk of any state,2
says any attempt to try to compare the massachusetts health care law with the federal health care law is completely intellectually dishonest governor romney did not raise one tax in doing what he did,1
since 2007 david jolly has given almost 30000 to keep democrats in congress,0
passage of a referendum on an aquarium for clearwater means no future funding for our neighborhoods,2
says texas ranks 44th nationally in education funding per pupil,0
health insurance is more expensive in massachusetts than anywhere else in the country,0
in two years gov mcauliffe has vetoed more bills that the previous three governors issued in each of their fouryear terms,0
everything i have said on the campaign trail has been factually accurate,2
when honduran children came into this country secretary clinton said send them back,0
says jeb bush said lowincome women should get their life together and find a husband,0
only about 68 percent of the stimulus money has actually been spent,0
10 cents on thedollar from the clinton foundation goes to charitable causes,2
president obama told people to skip coming here las vegas for conventions and meetings,1
says john boehner admits we are not going to be any different than weve been by returning to the same failed economic policies that wrecked our economy,2
newark is now home to onethird of all commercial and multifamily development,1
says debbie wasserman schultz voted repeatedly to send terminally ill patients to prison,1
the rightwing extremists are trying to take this seat so they can push their antichoice and antiequality agenda through our state house,2
we have 50 state lobbyists that just lobby the legislature for money every year,0
in atlanta since 1994 when the seven deadly sins mandatory minimum sentences took effect the violent crime rate has dropped 62 percent,0
because of jim whelan the 1990s are the only decade since the 1920s when the population of atlantic city actually went up,1
says trimets own analysis shows that youthpass does not actually add to the transit agencys costs,0
john mccain offers billions in tax breaks for oil and drug companies but almost nothing for families like yours,1
we adopted the modern social security system at a time when the average person died before they were old enough to get social security,0
we are coming up on our 40th anniversary of electing a republican to the united states senate 1972 was the last time new jersey sent a republican to the united states senate,0
sen sherrod browns vote helped pass barack obamas jobkilling health care law which slapped small businesses throughout ohio with a 500 billion tax increase,2
president obamas budget would call for about 25 trillion in debt by the end of his term if he was reelected,1
we know that sunday mornings have usually been given over to conservative white men,1
rob cornilles has been endorsed by 20 local mayors including independent democratic and republican,2
delta has had the most animal deaths among us carriers in the past five years,1
republican candidate for governor karen handel has run a 100 percent negative campaign,0
attorney general eric holder is involved in the dismissal of the criminal charges against the new black panther party for voter intimidation,2
says the state share of texas public education spending increased 82 percent over the past decade reaching 20 billion in 2009,1
in richmond va theres more moving vans coming in than going out,0
gov chris christie owes the state money for amenities like extra gorgonzola cheese for his staff on these trips,2
im glad for the wording of it an ethics report on corporatesponsored congressional trips because clearly the wording exonerates me,2
paul ryans medicare plan could raise future retirees costs more than 6000,1
on tax inversions the wall street journalsurprisingly attacked this tax scheme,2
says stefani carter repeatedly used her campaign contributors donations to rent margarita machines for our state house office,0
you may have driven the length of a football field in the five seconds it takes to check a text,0
i introduced a bill that wouldve helped stop the multimilliondollar bonus packages that ceos grab on their way out mccain opposed that idea,1
there are nearly 500000 registered sex offenders across the country and at any one time about 100000 are unaccounted for,1
the government made accommodation to the fort hood shooter to let him grow a beard for religious reasons,1
says under the affordable care act new jerseys new medicaid enrollees wont qualify for the matching federal funds simply because we added them onto the rolls before 2014,1
says the obama administration watered down sanctions against iran delayed them and tried to stop congress from putting the tough sanctions in place,1
says central texas river water sent to downstream rice farmers in 2011 equaled about three years worth of austins water use,0
wisconsin is one of the few states in the country that do not currently require a photographic identification to vote,2
these 60 acres the atlanta braves want to build a stadium on have produced zero splost money for parks and recreation have produced zero money for education,0
you will learn more about donald trump by going down to the federal elections to see the financial disclosure form than by looking at tax returns,2
cuyahoga county passed a program to guarantee a college savings account for every single child who enters kindergarten in this county the first county in the united states to do so,0
over half of the young people in medical dental and law schools are women,2
ken block supports obamacare,2
says hillary clinton wants to have open borders,1
gop candidate for governor nathan deal is a former clinton democrat,1
my opponent promises to bring back old jobs by wishing away the global economy,2
kelly ayotte has voted four times against the federal paycheck fairness act,0
one out of every four homeless people on our streets is a veteran,0
its legal to sign a recall petition against gov scott walker even if you have already signed another recall petition but only one signature counts,0
education funding of 7176 per student is a historic level,1
i cosponsored the rebuild america jobs act for transportation and infrastructure,2
says a new report proves the stimulus supported by nj democrats cost 278000 per job,2
says its absurd to say theres enough data to establish a link between playing football and chronic traumatic encephalopathy,2
the wives of the 911 hijackers knew exactly what was happening and went back to saudi arabia two days before the attacks to watch their husbands on television flying the planes,2
says jill mccabe supports late term abortions larger baby parts are more profitable,2
says us rep nancy pelosi said employers cutting hours is a good thing it then gives that person time to pursue their dreams and passions,2
florida has a law like indianas religious freedom restoration act,1
the things i said during the prank call by a blogger posing as gop contributor david koch are the things ive said publicly all along about the wisconsin budget debate,2
say photographs of hillary clinton at the debate show what could be an earpiece,2
says joe biden went to china and said that he sympathized and wouldnt secondguess their onechild policy of forced abortions and sterilizations,1
on whether to seat roland burris as the new senator from illinois,2
2014 federal tax refunds to be delayed until october 2015,2
fortyfive states allow open carry of firearms,0
obama remains silent and is never asked how he feels about his church honoring farrakhan,2
when donald trump spoke in phoenix he looked the audience in the eye and he said no were building a wall and were deporting everybody he said quote they will all be gone they will all be gone this is one of the ones where you can go to the tape on it and see what donald trump has said,1
john edwards never has ever from the beginning of his political career has never taken pac money or the money of washington lobbyists ever joe trippi senior campaign adviser,1
when jeb bush was governor his first four years as governor his medicaid program grew twice as fast as mine,0
the university of wisconsin system had a jobsforlife tenure program for professors,1
unemployment among oregon high school graduates aged 18 to 20 increased more than 200 percent from 2008 to 2011 while the us average increased only 30 percent,1
hospitals doctors mris surgeries and so forth are more extensively used and far more expensive in this country than they are in many other countries healthcare mittromney former governor massachusetts republican 34 32 58 33 19 a fox news sunday interview 9874json barelytrue obamacare cuts seniors medicare healthcaremedicare edgillespie republican strategist washington dc republican 2 3 2 2 1 a campaign email 3072json mostlytrue the refusal of many federal employees to fly coach costs taxpayers 146 million annually governmentefficiencytransparency newsmax magazine and website florida none 0 0 0 1 0 an email solicitation 2436json mostlytrue florida spends more than 300 million a year just on children repeating prek through 3rd grade education alexsink florida democrat 1 2 2 4 0 figures cites on campaign website 9721json true milwaukee county sheriff david a clarke jr advised citizens to point that barrel center mass and pull the trigger because 911 is not our best option crimecriminaljusticegunslegalissues greaterwisconsinpoliticalfund wisconsin none 3 3 3 1 1 a campaign tv ad 3627json false almost 37 percent of the total income from planned parenthood is from abortions abortion ronaldrenuart state representative florida republican 0 1 0 0 0 comments during a committee hearing 11900json halftrue the united states has the highest rate of childhood poverty of almost any major country on earth childrenpoverty bernies us senator vermont independent 18 12 22 41 0 comments during the pbs democratic debate 4611json true under governor almond the ri dmv had a program that allowed undocumented people to use their personal tax identification number to apply for and receive a ri drivers license civilrightshomelandsecurityimmigrationpublicsafetytransportationworkers davidquiroa prresident guatemalanamerican alliance of rhode island rhode island newsmaker 0 0 0 0 0 a news release 3168json pantsfire illegal aliens cost the state of rhode island 400 million a year censuscrimeeducationhealthcareimmigrationstatebudgettaxes terrygorman president rhode islanders for immigration law enforcement rhode island newsmaker 1 0 0 0 1 a radio interview 6832json pantsfire says eric cantor voted to assure congress would be paid if the government shut down and against guaranteeing troops would be paid congressionalrulesfederalbudgetmilitary waynepowell lawyer virginia democrat 1 1 0 0 1 a debate 5893json mostlytrue if congress froze the current spending level and then cut it by 2 percent annually we could balance the budget in five years deficitfederalbudget jamieradtke virginia republican 1 1 1 2 0 a statement 3304json true every wisconsin legislator that votes for this bill will have to give up the same amount of pay as other state employees laborstatebudget jefffitzgerald incoming speaker of state assembly wisconsin republican 2 0 1 2 2 an interview on the fox news channel 1638json halftrue marco rubio controlled funds that out of the 600000 that were raised only 4000 went to candidates to try to improve their chances to be elected to office,0
says hillary clintons campaign hasnt been clear about when she wiped herserverof her work emails,0
says rep jon runyan voted to redefine rape,2
ted cruz is mathematically out of winning the race,0
john paul stevens is the only protestant on the us supreme court,0
eighty percent of the antibiotics in this country are fed to livestock,0
this year eric cantor has received more money from oil companies than any other member of congress,2
says rep steve stockman basically wants gunfilled zones in schools,0
says military expenditures for the united states are greater than the combined spending of the next 14 largest nations,0
the iran deal says that if any other country tries to undermine irans nuclear program we have to help them defend themselves against israel egypt saudis our own allies,2
rick scotts administration spent over 100000 of taxpayer money during their first voter purge attempt in 2012,1
we are number one in the world when it comes to energy resources the russians are second saudi arabia is number three,0
the agriculture department estimates that roughly 42 percent of the corn crop will be used to make ethanol more than the amount of corn used to feed livestock and poultry in the united states,1
in 1913 it was legal to mail children,1
tonight in ohio more people came out to vote for barack obama in an unopposed race than voted for mitt romney and rick santorum combined,2
democrats compare the infrastructure programs in the stimulus to the eisenhower interstate program but he proposed a 500 billion highway system and theyre going to put 30 billion into roads and bridges,0
congressman tom cotton is the only arkansan in congress democrat or republican to vote against disaster relief five times,1
the us navy has sailed ships around the world for 60 years with nuclear power plants on them and weve never had an accident,0
no openly gay man has ever been elected to the georgia legislature,0
us reps eric cantor and luis gutierrez were touring the country last year joined at the hip working together in a bipartisan fashion indeed for the goal of immigration reform,2
the 5 billion website for obamacare never worked still doesnt work,2
it takes almost a year for a refugee to be processed in the united states,0
congressman ryan has secured a grand total of 116838763 to date for the mahoning valley and has an additional 27095000 pending in fy2010 spending bills,0
in north carolina they used stimulus money to hire one new state worker his job apply for more stimulus funds from the taxpayers by the way of the federal government,2
if sen hillary clinton could enact all of her campaign proposals taxpayers would be faced with financing more than 7776billion in new spending over one white house term,0
dan gecker voted to double vehicle registration fees costing chesterfield county residents over 6 million annually,2
a lot of people dont know that 50000 americans now make their living off ebay,1
i dont know anything about david duke,2
80 to 85 percent of my campaign funds go to donations to various organizations throughout the city of providence,2
only 3 percent of voters 18 to 34 dont believe that climate change is really happening,0
says us senate candidate joni ernst does not support a national minimum wage,0
birthers have obtained a copy of obamas kenyan birth certificate,2
keystone means unlocking the canadian tar sands,1
the working tax cut created over 40000 new jobs in just the last four years,2
there are at least twice as many licensed firearm dealers in california as there are mcdonalds,0
i played in a game here against the pittsburgh steelers where there was 23 inches of snow we played in at least 15 inches of that,2
it is the department of homeland securitys view that returning military veterans and gun owners are likely to commit terrorist acts,1
data on violent crime shows wisconsin has become less safe than it was when scott walker took office,1
the boston marathon bombing is the fifth case in which us government officials examined individuals potentially involved in terrorism and felt they were no threat and they went on to carry out terrorist murders,0
in 2006 donald trump was hoping for a real estate crash,0
the republican leaderships budget proposal doesnt contain any numbers,0
says 1 in 7 american families is on food stamps,0
the kenosha casino would be one of the states largest employers and pay more to the state than any other company or tribe essentially it would be wisconsins biggest taxpayer,0
our race was the closest us senate race in ohio in 36 years when howard metzenbaum defeated robert taft in 1976,0
we have drawn down to presurge levels basra mosul and now sadr city are quiet and its long and its tough and there will be setbacks,1
says austins treated wastewater put into the colorado river is of higher quality than water the city takes from the lake for public use,1
an amendment to the house health reform bill puts new restrictions on womens access to abortion coverage in the private health insurance market even when they would pay premiums with their own money,2
as president barack obama has never visited israel,0
were the worst state in the country at moving people from welfare to work,2
says the private sector in texas created 1 million jobs over the past decade,1
pentagon confirms they may court martial soldiers who hold christian faith,1
cobb is one of the largest school systems in the nation that is debt free,0
weve got more revenue than we ever have,2
between 2010 and 2014 there was no net inmigration from mexico,0
the social security disability fund is going belly up in 2016,0
a shocking 20 veterans are committing suicide each and every day especially our older veterans,0
today the five largest financial institutions are 38 percent bigger than they were back in 2008 when they were too big to fail,0
the house did vote against engagement in kosovo and bill clinton kept fighting anyway and then ultimately a vote did pass,0
did you know that the us is one of the very few nations in the world without an official language,0
every time weve increased the minimum wage weve seen a growth in jobs,1
the florida legislature raised taxes and fees by almost 2 billion in the 2009 session,0
we have more people working in clean and green energy than in oil and gas in this country,0
florida has 1200 golf courses i think 58 million rounds played a year in florida weve got 44 percent of all travel golf in the country here 5 million people come here just for golf,0
says hillary clinton had an undercover nurse with her at the sept 11 memorial ceremony in new york,2
only 50 percent of students from milwaukee public high schools go on to a twoor fouryear college,0
the fastestgrowing part of the pentagons budget are health care expenses,0
inflationadjusted defense spending has declined 21 percent since 2010 and even if we discount the drawdowns in iraq and afghanistan it has still declined by a dangerous 12 percent,0
according to atf data 70 percent of firearms recovered and traced in drug cartel crimes in mexico originated from the united states,0
the two worst counties for medicaid fraud in the country not state are dade and broward county,0
fireworks have never been safer and their use continues to increase each year,0
says donald trump and ron johnson oppose a womans right to choose and johnson voted against the violence against women act,0
says over 40 percent of recent county bonds are for precinct one northeast travis county because he is quick to identify projects that help make the east side a desirable place to live,1
medicare passed with virtually no republican support,2
says wisconsin state senate president michael elllis rneenah broke senate rules during debate on a photo id bill for voters,2
sen hutchison abandoned republicans and stood with democrats to ensure health care legislation would pass quickly,2
its warmer on mars than it is in parts of the united states and canada during the polar vortex,1
says the department of homeland security has ordered enough rounds of 40 caliber ammunition to kill every man woman and child in the united states possibly to combat massive civil unrest or an invasion by a foreign power,1
if a president romney got a call from the president of the mormon church he has no choice but to obey it is obedience over family and country,2
under gov rick perrys leadership texas has created more jobs over the last decade than the rest of the states combined,1
says scott bruun supports cutting the department of commerce and eliminating noaa,1
says only 25 percent of texas high school students graduate prepared for college or careers,1
blue cross new 90million providence headquarters was outfitted with 25 million in decor,2
nationally the unemployment rate for veterans is far greater than the national unemployment rate and wisconsin is one of those rare examples where unemployment is actually lower for veterans than it is for the population as a whole and certainly lower than it is nationally,1
under pat mccrory north carolina has fallen to 41st in teacher pay,1
more than 27000 rhode island jobs depend on trade with canada,0
i have had to fill out fec reports for the past six years now and theyre much more detailed than a tax return,2
says wisconsin attorney general jb van hollen knew about the ken kratz sexting case for nearly a year and did nothing about it,2
he leant his name to a bill did little or nothing three years ago to try to get it passed and since then has done absolutely nothing other than disavow any attempt to move on the legislation,1
an environmental protection agency regulation that goes into effect jan 1 2012 regulates dust,2
more businesses went out of business last year than were started for the first time in our history,2
says hillary clinton has not answered a single question about her immigration plan,2
says donald trump literally has no plans to make higher education more affordable,0
says houston national cemetery is preventing christian prayers from being said at military funerals,2
was martha kanter dispatched to corvallis with 17 million in stimulus money to save craig robinsons job,2
franklin roosevelt was the last president to come to the congress to ask for permission to engage into war,1
says the proposed fiscal year 2013 budget is still below the level of state spending when i took office,0
i asked thensecretary of state condoleezza rice how many people had died and she did not know the answer to that question,2
in massachusetts scott browns republican affiliation is not a secret but clearly not on display,0
john mccains top foreign policy adviser lobbied for the republic of georgia and mccain has mirrored the position advocated by the government,0
every month since 911 there have been as many suicide attacks against the united states and its allies as there were in all the years leading up to 911,0
fifty percent of speaker gingrichs tax plan goes to the top 1 percent,0
says donald trump promised the mass deportation of latino families,1
palin stopped the bridge to nowhere,1
says the state tax burden per citizen in new york is twice as high as in florida,0
two thirds of the people in wisconsin strongly disagree with this idea of permanently taking away peoples rights to collective bargaining,2
says eric cantor was the coauthor of the house gop principles on immigration reform both the new york times and the washington postsaid that thatcaptured the essence of what was in the senate immigration bill,1
wisconsins 6th congressional district has more manufacturing jobs than almost any other in the nation,0
i lost my health insurance and my doctor because of obamacare,2
as far as standing committees we have 10 fewer standing committees so weve saved the state about a quarterofamillion dollars through the reduction of the standing committees,1
obamas entire national security team including his secretary of state said we want to arm and train and equip syrian rebel forces and he made the unilateral decision to turn them down,0
governorelect scott walkers opposition to highspeed rail killed 13000 wisconsin jobs,2
the only candidate pocketing big money from people who want to destroy coal is mitch mcconnell,2
the transpacific partnership knocks out 18000 tariffs that other countries place on american products and goods,0
16 trillion the national debt in 1 bills would cover the entire state of ohio nearly 15 times,0
tommy thompson wanted to implant data chips in humans,0
says new jersey is 50th in return of our federal tax dollars,0
granite staters who hold individual policies from anthemcan indeed renew their policies and keep their current doctors and hospitals in 2014,0
the us senate has one manufacturer thatd be me,0
because of the health care law by 2017 we will be funneling over 100 billion annually to private insurance companies,0
says walmart employees represent the largest group of medicaid and food stamp recipients in many states costing the taxpayer 1000 per worker,0
oregon today has 100000 more jobs than it did when i was elected,0
